event_key,source,source_event_id,source_series_id,datetime_utc,date_label,time_label,time_is_exact,country,currency,title,category,impact,actual,forecast,previous,revised_previous,unit,actual_raw,forecast_raw,previous_raw,revised_previous_raw,surprise,surprise_pct,source_better_worse,source_url,fetched_at_utc
forexfactory:131742,forexfactory,131742,60,2024-01-03T08:55:00Z,"Jan 3, 2024",2:55am,True,GE,EUR,German Unemployment Change,OTHER,low,5.0,20.0,22.0,21.0,K,5K,20K,22K,21K,-15.0,-0.75,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139901,forexfactory,139901,728,2024-01-03T13:30:00Z,"Jan 3, 2024",7:30am,True,US,USD,FOMC Member Barkin Speaks,FOMC,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136586,forexfactory,136586,252,2024-01-03T15:00:00Z,"Jan 3, 2024",9:00am,True,US,USD,ISM Manufacturing PMI,ISM_MFG,high,47.4,47.2,46.7,,,47.4,47.2,46.7,,0.2,0.004237,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136598,forexfactory,136598,255,2024-01-03T15:00:00Z,"Jan 3, 2024",9:00am,True,US,USD,ISM Manufacturing Prices,ISM_MFG,medium,45.2,49.5,49.9,,,45.2,49.5,49.9,,-4.3,-0.086869,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138636,forexfactory,138636,578,2024-01-03T15:00:00Z,"Jan 3, 2024",9:00am,True,US,USD,JOLTS Job Openings,OTHER,high,8.79,8.84,8.73,8.85,M,8.79M,8.84M,8.73M,8.85M,-0.05,-0.005656,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:137018,forexfactory,137018,828,2024-01-03T15:15:00Z,"Jan 3, 2024",All Day,False,US,USD,Omdia Total Vehicle Sales,OTHER,low,15.8,15.5,15.3,,M,15.8M,15.5M,15.3M,,0.3,0.019355,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136228,forexfactory,136228,304,2024-01-03T19:00:00Z,"Jan 3, 2024",1:00pm,True,US,USD,FOMC Meeting Minutes,FOMC,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:137989,forexfactory,137989,754,2024-01-03T21:30:00Z,"Jan 3, 2024",3:30pm,True,US,USD,API Weekly Statistical Bulletin,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135872,forexfactory,135872,274,2024-01-04T00:30:00Z,"Jan 3, 2024",6:30pm,True,JN,JPY,Final Manufacturing PMI,OTHER,low,47.9,47.7,47.7,,,47.9,47.7,47.7,,0.2,0.004193,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135107,forexfactory,135107,591,2024-01-04T01:45:00Z,"Jan 3, 2024",7:45pm,True,CH,CNY,RatingDog Services PMI,OTHER,medium,52.9,51.6,51.5,,,52.9,51.6,51.5,,1.3,0.025194,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:131782,forexfactory,131782,169,2024-01-04T07:29:00Z,"Jan 4, 2024",All Day,False,GE,EUR,German Prelim CPI m/m,CPI,high,0.1,0.2,-0.4,,%,0.1%,0.2%,-0.4%,,-0.1,-0.5,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:131926,forexfactory,131926,556,2024-01-04T07:45:00Z,"Jan 4, 2024",1:45am,True,FR,EUR,French Prelim CPI m/m,CPI,low,0.1,0.2,-0.2,,%,0.1%,0.2%,-0.2%,,-0.1,-0.5,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134543,forexfactory,134543,558,2024-01-04T08:15:00Z,"Jan 4, 2024",2:15am,True,SP,EUR,Spanish Services PMI,OTHER,low,51.5,51.1,51.0,,,51.5,51.1,51.0,,0.4,0.007828,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134542,forexfactory,134542,548,2024-01-04T08:45:00Z,"Jan 4, 2024",2:45am,True,IT,EUR,Italian Services PMI,OTHER,low,49.8,49.8,49.5,,,49.8,49.8,49.5,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134566,forexfactory,134566,619,2024-01-04T08:50:00Z,"Jan 4, 2024",2:50am,True,FR,EUR,French Final Services PMI,OTHER,low,45.7,44.3,44.3,,,45.7,44.3,44.3,,1.4,0.031603,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134567,forexfactory,134567,620,2024-01-04T08:55:00Z,"Jan 4, 2024",2:55am,True,GE,EUR,German Final Services PMI,OTHER,low,49.3,48.4,48.4,,,49.3,48.4,48.4,,0.9,0.018595,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134568,forexfactory,134568,265,2024-01-04T09:00:00Z,"Jan 4, 2024",3:00am,True,EZ,EUR,Final Services PMI,OTHER,low,48.8,48.1,48.1,,,48.8,48.1,48.1,,0.7,0.014553,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134569,forexfactory,134569,250,2024-01-04T09:30:00Z,"Jan 4, 2024",3:30am,True,UK,GBP,Final Services PMI,OTHER,low,53.4,52.7,52.7,,,53.4,52.7,52.7,,0.7,0.013283,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135750,forexfactory,135750,348,2024-01-04T09:30:00Z,"Jan 4, 2024",3:30am,True,UK,GBP,M4 Money Supply m/m,OTHER,low,-0.1,0.2,0.3,,%,-0.1%,0.2%,0.3%,,-0.3,-1.5,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135751,forexfactory,135751,287,2024-01-04T09:30:00Z,"Jan 4, 2024",3:30am,True,UK,GBP,Mortgage Approvals,OTHER,low,50.0,48.0,47.0,48.0,K,50K,48K,47K,48K,2.0,0.041667,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135752,forexfactory,135752,343,2024-01-04T09:30:00Z,"Jan 4, 2024",3:30am,True,UK,GBP,Net Lending to Individuals m/m,OTHER,low,2.0,1.6,1.2,1.3,B,2.0B,1.6B,1.2B,1.3B,0.4,0.25,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:134470,forexfactory,134470,523,2024-01-04T10:01:00Z,"Jan 4, 2024",4:01am,True,FR,EUR,French 10-y Bond Auction,OTHER,low,,,,,,2.59|1.8,,2.75|3.0,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136879,forexfactory,136879,76,2024-01-04T12:30:00Z,"Jan 4, 2024",6:30am,True,US,USD,Challenger Job Cuts y/y,OTHER,low,-20.2,,-40.8,,%,-20.2%,,-40.8%,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136080,forexfactory,136080,75,2024-01-04T13:15:00Z,"Jan 4, 2024",7:15am,True,US,USD,ADP Non-Farm Employment Change,ADP,high,164.0,120.0,103.0,101.0,K,164K,120K,103K,101K,44.0,0.366667,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136523,forexfactory,136523,11,2024-01-04T13:30:00Z,"Jan 4, 2024",7:30am,True,US,USD,Unemployment Claims,JOBLESS_CLAIMS,high,202.0,217.0,218.0,220.0,K,202K,217K,218K,220K,-15.0,-0.069124,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136855,forexfactory,136855,584,2024-01-04T14:45:00Z,"Jan 4, 2024",8:45am,True,US,USD,Final Services PMI,OTHER,low,51.4,51.3,51.3,,,51.4,51.3,51.3,,0.1,0.001949,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135920,forexfactory,135920,26,2024-01-04T15:30:00Z,"Jan 4, 2024",9:30am,True,US,USD,Natural Gas Storage,OTHER,low,-14.0,-33.0,-87.0,,B,-14B,-33B,-87B,,19.0,0.575758,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:137563,forexfactory,137563,10,2024-01-04T16:00:00Z,"Jan 4, 2024",10:00am,True,US,USD,Crude Oil Inventories,OTHER,low,-5.5,-3.2,-7.1,,M,-5.5M,-3.2M,-7.1M,,-2.3,-0.71875,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139625,forexfactory,139625,377,2024-01-04T23:50:00Z,"Jan 4, 2024",5:50pm,True,JN,JPY,Monetary Base y/y,OTHER,low,7.8,9.0,8.9,,%,7.8%,9.0%,8.9%,,-1.2,-0.133333,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139530,forexfactory,139530,212,2024-01-05T05:00:00Z,"Jan 4, 2024",11:00pm,True,JN,JPY,Consumer Confidence,OTHER,low,37.2,36.4,36.1,,,37.2,36.4,36.1,,0.8,0.021978,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:131795,forexfactory,131795,107,2024-01-05T07:00:00Z,"Jan 5, 2024",1:00am,True,GE,EUR,German Retail Sales m/m,RETAIL_SALES,low,-2.5,-0.5,1.1,1.3,%,-2.5%,-0.5%,1.1%,1.3%,-2.0,-4.0,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135784,forexfactory,135784,151,2024-01-05T07:00:00Z,"Jan 5, 2024",1:00am,True,UK,GBP,Lloyds HPI m/m,OTHER,low,1.1,0.1,0.5,0.6,%,1.1%,0.1%,0.5%,0.6%,1.0,10.0,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135665,forexfactory,135665,251,2024-01-05T09:30:00Z,"Jan 5, 2024",3:30am,True,UK,GBP,Construction PMI,OTHER,medium,46.8,46.1,45.5,,,46.8,46.1,45.5,,0.7,0.015184,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:129322,forexfactory,129322,172,2024-01-05T10:00:00Z,"Jan 5, 2024",4:00am,True,IT,EUR,Italian Prelim CPI m/m,CPI,low,0.2,0.2,-0.4,-0.5,%,0.2%,0.2%,-0.4%,-0.5%,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138933,forexfactory,138933,168,2024-01-05T10:00:00Z,"Jan 5, 2024",4:00am,True,EZ,EUR,CPI Flash Estimate y/y,CPI,medium,2.9,3.0,2.4,,%,2.9%,3.0%,2.4%,,-0.1,-0.033333,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138935,forexfactory,138935,89,2024-01-05T10:00:00Z,"Jan 5, 2024",4:00am,True,EZ,EUR,PPI m/m,PPI,low,-0.3,-0.1,0.2,0.3,%,-0.3%,-0.1%,0.2%,0.3%,-0.2,-2.0,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139091,forexfactory,139091,593,2024-01-05T10:00:00Z,"Jan 5, 2024",4:00am,True,EZ,EUR,Core CPI Flash Estimate y/y,CPI,medium,3.4,3.4,3.6,,%,3.4%,3.4%,3.6%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135972,forexfactory,135972,159,2024-01-05T13:30:00Z,"Jan 5, 2024",7:30am,True,US,USD,Average Hourly Earnings m/m,AVG_HOURLY_EARNINGS,high,0.4,0.3,0.4,,%,0.4%,0.3%,0.4%,,0.1,0.333333,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135973,forexfactory,135973,56,2024-01-05T13:30:00Z,"Jan 5, 2024",7:30am,True,US,USD,Unemployment Rate,UNEMPLOYMENT_RATE,high,3.7,3.8,3.7,,%,3.7%,3.8%,3.7%,,-0.1,-0.026316,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135974,forexfactory,135974,66,2024-01-05T13:30:00Z,"Jan 5, 2024",7:30am,True,US,USD,Non-Farm Employment Change,NFP,high,216.0,168.0,199.0,173.0,K,216K,168K,199K,173K,48.0,0.285714,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138064,forexfactory,138064,57,2024-01-05T13:30:00Z,"Jan 5, 2024",7:30am,True,CA,CAD,Unemployment Rate,UNEMPLOYMENT_RATE,high,5.8,5.9,5.8,,%,5.8%,5.9%,5.8%,,-0.1,-0.016949,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138065,forexfactory,138065,67,2024-01-05T13:30:00Z,"Jan 5, 2024",7:30am,True,CA,CAD,Employment Change,OTHER,high,0.1,12.2,24.9,,K,0.1K,12.2K,24.9K,,-12.1,-0.991803,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136610,forexfactory,136610,253,2024-01-05T15:00:00Z,"Jan 5, 2024",9:00am,True,US,USD,ISM Services PMI,ISM_SVC,high,50.6,52.5,52.7,,,50.6,52.5,52.7,,-1.9,-0.03619,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136903,forexfactory,136903,351,2024-01-05T15:00:00Z,"Jan 5, 2024",9:00am,True,US,USD,Factory Orders m/m,OTHER,low,2.6,2.0,-3.6,-3.4,%,2.6%,2.0%,-3.6%,-3.4%,0.6,0.3,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:137034,forexfactory,137034,254,2024-01-05T15:00:00Z,"Jan 5, 2024",9:00am,True,CA,CAD,Ivey PMI,OTHER,medium,56.3,55.0,54.7,,,56.3,55.0,54.7,,1.3,0.023636,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139902,forexfactory,139902,728,2024-01-05T18:30:00Z,"Jan 5, 2024",12:30pm,True,US,USD,FOMC Member Barkin Speaks,FOMC,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139486,forexfactory,139486,393,2024-01-08T00:00:00Z,"Jan 7, 2024",All Day,False,JN,JPY,Bank Holiday,OTHER,holiday,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139354,forexfactory,139354,125,2024-01-08T07:00:00Z,"Jan 8, 2024",1:00am,True,GE,EUR,German Trade Balance,OTHER,low,20.4,17.9,17.8,17.7,B,20.4B,17.9B,17.8B,17.7B,2.5,0.139665,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139355,forexfactory,139355,352,2024-01-08T07:00:00Z,"Jan 8, 2024",1:00am,True,GE,EUR,German Factory Orders m/m,OTHER,low,0.3,1.1,-3.7,-3.8,%,0.3%,1.1%,-3.7%,-3.8%,-0.8,-0.727273,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135014,forexfactory,135014,100,2024-01-08T07:30:00Z,"Jan 8, 2024",1:30am,True,SZ,CHF,CPI m/m,CPI,high,0.0,-0.1,-0.2,,%,0.0%,-0.1%,-0.2%,,0.1,1.0,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135049,forexfactory,135049,109,2024-01-08T07:30:00Z,"Jan 8, 2024",1:30am,True,SZ,CHF,Retail Sales y/y,RETAIL_SALES,low,0.7,0.0,-0.1,-0.3,%,0.7%,0.0%,-0.1%,-0.3%,0.7,,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135491,forexfactory,135491,320,2024-01-08T09:30:00Z,"Jan 8, 2024",3:30am,True,EZ,EUR,Sentix Investor Confidence,OTHER,low,-15.8,-15.5,-16.8,,,-15.8,-15.5,-16.8,,-0.3,-0.019355,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138936,forexfactory,138936,106,2024-01-08T10:00:00Z,"Jan 8, 2024",4:00am,True,EZ,EUR,Retail Sales m/m,RETAIL_SALES,low,-0.3,-0.3,0.1,0.4,%,-0.3%,-0.3%,0.1%,0.4%,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139908,forexfactory,139908,725,2024-01-08T17:30:00Z,"Jan 8, 2024",11:30am,True,US,USD,FOMC Member Bostic Speaks,FOMC,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:136068,forexfactory,136068,341,2024-01-08T20:00:00Z,"Jan 8, 2024",2:00pm,True,US,USD,Consumer Credit m/m,OTHER,low,23.8,8.9,5.1,5.8,B,23.8B,8.9B,5.1B,5.8B,14.9,1.674157,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138603,forexfactory,138603,175,2024-01-08T23:30:00Z,"Jan 8, 2024",5:30pm,True,JN,JPY,Tokyo Core CPI y/y,CPI,medium,2.1,2.1,2.3,,%,2.1%,2.1%,2.3%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:139788,forexfactory,139788,359,2024-01-08T23:30:00Z,"Jan 8, 2024",5:30pm,True,JN,JPY,Household Spending y/y,OTHER,low,-2.9,-2.2,-2.5,,%,-2.9%,-2.2%,-2.5%,,-0.7,-0.318182,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:135820,forexfactory,135820,114,2024-01-09T00:01:00Z,"Jan 8, 2024",6:01pm,True,UK,GBP,BRC Retail Sales Monitor y/y,RETAIL_SALES,low,1.9,2.3,2.6,,%,1.9%,2.3%,2.6%,,-0.4,-0.173913,2,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:131138,forexfactory,131138,110,2024-01-09T00:30:00Z,"Jan 8, 2024",6:30pm,True,AU,AUD,Retail Sales m/m,RETAIL_SALES,medium,2.0,1.2,-0.2,-0.4,%,2.0%,1.2%,-0.2%,-0.4%,0.8,0.666667,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
forexfactory:138315,forexfactory,138315,202,2024-01-09T00:30:00Z,"Jan 8, 2024",6:30pm,True,AU,AUD,Building Approvals m/m,OTHER,low,1.6,-1.9,7.5,7.2,%,1.6%,-1.9%,7.5%,7.2%,3.5,1.842105,1,https://www.forexfactory.com/calendar?month=jan.2024,2026-09-02T16:11:03Z
